"","OBJECTID","FS_UNIT_NA","FS_UNIT_ID","PHYSIOGNOM","USGS_ANDER","USGS_AND_1","LOCAL_ANDE","SAF_COVER_","SRM_COVER_","NVCS_CLASS","NVCS_SUBCL","NVCS_FORMA","NVCS_DIVIS","NVCS_MACRO","NVCS_GROUP","NVCS_ALLIA","NVCS_ASSOC","CULTURAL_C","CULTURAL_S","CULTURAL_F","CULTURAL_1","CULTURAL_G","CULTURAL_2","CULTURAL_T","CULTURAL_3","NVCS_LEGAC","AGGREGATIO","REGIONAL_D","REG_DOMINA","TOTAL_VEGE","TREE_CFA_C","TREE_CFA_V","SHRUB_CFA_","SHRUB_CFA1","CONIFER_CF","HARDWOOD_C","HERBACEOUS","OS_TREE_DI","OS_TREE__1","OS_TREE__2","REGIONAL_1","HARDWOOD_1","TREE_CFA_1","OS_TREE__3","OS_TREE__4","OS_TREE__5","REGIONAL_2","HERBACEO_1","SHRUB_CF_1","LOCAL_CLAS","LOCAL_CL_1","LOCAL_CL_2","LOCAL_CL_3","LOCAL_CL_4","LOCAL_CL_5","LOCAL_OS_T","LOCAL_OS_1","LOCAL_OS_2","MAP_UPDATE","UPDATE_COM","SOURCE_DAT","SOURCE_D_1","SOURCE_D_2","REV_DATE","DATA_SOURC","ACCURACY","ECOREGION_","ECOREGION1","ECOREGIO_1","ECOREGIO_2","ECOREGIO_3","CALVEGZONE","TILE","COVERTYPE","R05_DATA_S","CAUSE_DATE","PROD","CANOPYSTRU","REFORESTAT","ORIGIN_YEA","CWHR_LIFEF","CWHR_TYPE","CWHR_SIZE","CWHR_DENSI","SOURCE_D_3","CON_CFA","HDW_CFA","SHB_CFA","TOTAL_TREE","OS_TREE__6","OS_TREE__7","ORIG_FID","combined_c","tree_shrub","prefire","postfire","centroid_l","Shape_Leng","Shape_Area","random_sor","aspect_30m","cwd","dem_30m","insolation_30m","rain_30m","rdnbr_2007","slope_30m","tmax_30m","tmean_30m","tmin_30m","TPI_five_30m","TPI_queen_30m","TWI_30m","vpd_aug","vpd_jan","years_since_burn_30m"
"195","196",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"15",0,NA,"QC","01","01","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","1993/05/29","15","05",NA,"25","15","02","1709","_20_","20_","1_25","1_25","34.7065574210473, -119.668717324282",835.991017396,8908.1675851,0.438788,113.137935638428,781.249206542969,1637.65380859375,1386672.625,1016.07000732422,529.194749620226,19.6085694630941,19.4500007629395,13.4799995422363,7.51000022888184,0.277518562972546,0.103477760321564,4.95607545640734,32.4754948086209,8.46733824412028,86
"196","197",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"15",0,NA,"QC","01","01","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","1993/05/29","15","05",NA,"25","15","02","1709","_20_","20_","75_100","1_25","34.7082800969491, -119.681348814879",890.000042367,17750.005342,0.756062,84.4533086504255,759.380228678385,1736.29339890253,1381441.6547619,1090.84997558594,617.231805710565,24.863339923677,18.2800006866455,12.5100002288818,6.73000001907349,0.335059112736157,0.131831575362455,5.74704396157038,29.9960957481748,8.43308707645961,86
"197","198",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"01",NA,NA,"25",0,NA,"QC","20","20","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","P","2010/07/01","05","25",NA,"35","25","07","1710","_01_","40_","1_25","1_25","34.7004347858061, -119.645012622791",740.000535511,5999.99435737,0.404842,79.9405504862467,698.614390055339,1826.30415852865,1371504.33333333,1082.47998046875,257.48104095459,28.3000812530518,17.8400001525879,12.25,6.65000009536743,-0.579678018887838,-0.202774332215389,5.73382790883382,27.1656370162964,8.36188936233521,86
"198","199",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"07",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","3","P","1993/05/29","25","05",NA,"35","07","07","1711","_20_","40_","75_100","1_25","34.7061505279421, -119.67129478571",439.998921019,6574.99268418,0.836736,61.855929851532,771.203674316406,1679.58587646484,1421754.09375,1045.40328979492,433.458892822266,18.5140612125397,18.7533338069916,12.7191662788391,6.68500012159348,-0.190273707266897,-0.069569057202898,6.57362234592438,31.1441900730133,8.46189975738525,86
"199","200",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"07",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","3","P","1993/05/29","25","05",NA,"35","07","07","1711","_20_","40_","75_100","25_75","34.7051202441325, -119.667351152832",1440.00156867,40350.0109493,0.0931569,69.1811637454563,777.827285427517,1676.4663031684,1314081.09722222,1058.94800347222,393.16900261773,22.2260093477037,19.1053341759576,13.1988885243734,7.29000019497342,-0.096808096104198,-0.0372572511227594,5.18288496865167,31.7627452002631,8.49335490332709,86
"200","201",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2007/09/02","15","05",NA,"25","25","07","1712","_20_","20_","1_25","1_25","34.6995487118199, -119.573924595063",619.999729659,10950.0029192,0.916409,76.8731070298415,796.510446401743,1458.72193321815,1331633.06730769,1018.83001708984,1091.91264460637,17.8838812387907,19.9699993133545,13.5699996948242,7.17000007629395,0.0308931911220917,0.0124222219993289,5.84164958733779,34.8746023911696,8.68700695037842,93
"201","202",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"07",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","3","P","2010/07/01","25","05",NA,"35","07","07","1713","_20_","40_","25_75","25_75","34.746800922198, -119.665392158224",490.000023469,9125.0023632,0.420183,340.761578369141,836.889318847656,1247.91123046875,954808.78125,630.679992675781,509.389270019531,32.9334838867187,19.9500007629395,12.6999998092651,5.44000005722046,0.390875920653343,0.141281463205814,4.71670703887939,34.551879119873,9.06755151748657,93
"202","203",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"SO",NA,2010,8,23,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","1993/05/29","P",NA,NA,0,"WHR_MIX","MHC","4","M","2010/08/23","15","25",NA,"45","15","15","1714","_20_","40_","75_100","75_100","34.7035003391506, -119.60420477114",749.998341151,14250.0006551,0.976157,75.6556495217716,784.091836368336,1806.01123764936,1249929.37132353,982.685489430147,207.766847498277,33.8746235791375,18.5303922541001,12.6609803929048,6.79156875610352,0.147509602501112,0.0485831786714056,4.63788486929501,31.7598516800824,8.72898685230928,93
"203","204",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","1993/05/29","15","35",NA,"55","15","15","1716","_20_","40_","75_100","75_100","34.708203615687, -119.67110349917",1589.99917573,21650.0112104,0.73254,91.5765850830078,766.408298339844,1607.37286621094,1464128.99,1029.7233203125,442.164802246094,20.721837310791,19.1257339477539,13.1258662414551,7.12600017547607,-0.939030497968197,-0.339455700479448,6.85122900009155,32.4665647125244,8.51287693023682,86
"204","205",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","1993/05/29","15","35",NA,"55","15","15","1716","_20_","40_","75_100","75_100","34.7097700917008, -119.668336920328",570.000127107,11000.0023008,0.501387,61.1892200816761,782.023448597301,1531.92695756392,1061433.47727273,1016.07000732422,160.936935424805,31.0339147394354,19.4500007629395,13.4799995422363,7.51000022888184,-0.899431342428381,-0.319520126012239,6.1805041920055,33.4637846513228,8.66682226007635,86
"205","206",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","1997/08/28","15","35",NA,"55","15","15","1717","_20_","40_","25_75","1_25","34.7090426700957, -119.653838136659",1269.99886087,21900.0017178,0.222119,273.824432373047,724.687028808594,1755.66728515625,1472256.975,974.663359375,639.330899658203,20.2126108169556,18.9001335906982,13.081600227356,7.25306674957275,0.263313254911918,0.0954529479146004,4.90164044380188,31.3703430938721,8.64931411743164,86
"206","207",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","2010/07/01","15","25",NA,"45","25","15","1718","_20_","40_","25_75","25_75","34.7022050516351, -119.635135969422",919.999544321,19749.9975526,0.91167,81.6464337158203,704.236354980469,1708.79420898438,1329437.45,1034.41003417969,191.649091186523,31.4421949005127,18.1900005340576,12.4399995803833,6.67999982833862,0.0117876529693604,0.0013003197312355,4.97040111541748,28.3993323516846,8.50326793670654,86
"207","208",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","2010/07/01","15","25",NA,"45","25","15","1718","_20_","40_","75_100","25_75","34.7094208514, -119.647372900686",800.000838581,14374.9997839,0.505481,89.5411686897278,755.252788543701,1620.91836547852,1463500.78125,967.150024414062,382.740258216858,22.7825925350189,18.9400005340576,13.1000003814697,7.25,-0.0780953327193856,-0.02921422268264,6.44656404852867,31.5961725711823,8.92246222496033,86
"208","209",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","2010/07/01","15","25",NA,"45","25","15","1718","_20_","40_","75_100","75_100","34.7090208326879, -119.656597896821",509.999324263,7324.99886936,0.0657683,50.7217046949599,737.539218478733,1715.27456325955,1221754.88888889,991.650024414062,191.163306342231,29.0553571912977,18.8099994659424,13.039999961853,7.26000022888184,0.426004292236434,0.158898058295664,4.528946240743,31.1879109276666,8.57587952084011,86
"209","210",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","2010/07/01","15","25",NA,"45","25","15","1718","_20_","40_","75_100","75_100","34.7114356126176, -119.649155515933",749.999436054,10024.9981548,0.554159,39.2837572964755,763.011274857955,1592.25837846236,1113470.69886364,967.150024414062,175.380229429765,31.9719980413263,18.9400005340576,13.1000003814697,7.25,-0.175131432712078,-0.0751968547701836,5.42049152200872,31.8469016335227,8.80182214216753,86
"210","211",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","P","2010/07/01","15","15",NA,"35","25","15","1719","_20_","40_","75_100","75_100","34.7109037114382, -119.656876418983",949.999645217,12425.0148541,0.469105,70.504442361685,757.500873272236,1665.24797175481,1314906.61538462,991.650024414062,291.176104618953,23.7603918222281,18.8099994659424,13.039999961853,7.26000022888184,0.466774961982782,0.160809770513039,4.54445461126474,32.2214555006761,8.58656413738544,86
"211","212",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","P","2010/07/01","15","15",NA,"35","25","15","1719","_20_","40_","75_100","75_100","34.7129050231602, -119.649626372157",668.665073445,9373.9730046,0.0122672,63.1397375626998,767.640541770241,1595.66785777699,1306162.36363636,875.454867276278,456.963600852273,25.7549641349099,19.2969696738503,13.013636415655,6.72606069391424,-0.123097408790438,-0.0552152390168472,5.36598708412864,31.9251842498779,8.77479397166859,86
"212","213",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","P","2010/07/01","15","15",NA,"35","25","15","1719","_20_","40_","25_75","25_75","34.7146185747434, -119.648766780251",729.99913491,7125.00143369,0.0910997,90.2645115322537,787.271470811632,1527.50132921007,1478812.625,807.890014648438,782.851104736328,18.2507660124037,19.5599994659424,12.9499998092651,6.34000015258789,-0.291981632510821,-0.114860247820616,6.09757261806064,32.2083481682671,8.78656906551785,86
"213","214",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","P","2010/07/01","15","15",NA,"35","25","15","1719","_20_","40_","25_75","25_75","34.7145567231839, -119.655598752686",849.998640568,12075.0073301,0.105605,102.792765103854,794.201204740084,1552.23921086238,1374304.98076923,830.080017089844,318.758843642015,25.2327143595769,19.8600006103516,13.1499996185303,6.42999982833862,1.23168421135499,0.490621331649331,4.10940373860873,33.6015927241399,8.67628002166748,86
"214","215",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","P","2007/09/02","15","15",NA,"35","25","07","1720","_20_","40_","25_75","25_75","34.7050799399925, -119.593889834654",1259.99906056,22824.9988534,0.229536,89.5654116410475,751.431002103365,1637.92973445012,1383372.66826923,914.759498009315,703.3430956327,24.6330847740173,19.7253850790171,13.2879483883197,6.84179485761202,-0.85739422417604,-0.325733152433084,5.74619527963492,33.0639114379883,8.63121271133423,93
"215","216",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","2010/07/01","25","25",NA,"55","25","07","1721","_20_","40_","25_75","25_75","34.7465523170771, -119.659096609814",1839.99948796,40100.0018783,0.252962,286.626463023099,830.044164484197,1366.12490844727,1008591.01278409,641.51650168679,194.376318476417,31.9616485075517,19.7666665857488,12.6750001907349,5.57712112773548,-0.114226370965215,-0.0479216132397679,5.80172275413166,35.2382883592085,9.06066517396407,93
"216","217",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","AIR16","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","1997/08/28","25","15",NA,"45","15","15","1723","_20_","40_","75_100","75_100","34.7012040215461, -119.643836464398",1430.00226841,17075.0039839,0.712438,97.8762334187825,701.52598063151,1743.79060194227,1252825.4375,1082.47998046875,178.820293850369,25.5501217842102,17.8400001525879,12.25,6.65000009536743,-1.7994625903666,-0.667371499869559,6.69186843766107,28.146594259474,8.57157039642334,86
"217","218",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","1997/08/28","25","15",NA,"45","15","15","1724","_20_","40_","75_100","75_100","34.6975442377341, -119.632805403076",1049.99985011,20624.9983931,0.920053,200.417492742124,685.45032534392,1849.85049040421,1289202.82608696,1037.87148649796,268.716278076172,25.9603120555048,18.1250728109609,12.404492419699,6.67492737977401,-0.264232104239256,-0.0970882080171419,5.10777253689973,26.776377055956,8.25781175364619,74
"218","219",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","1997/08/28","25","15",NA,"45","15","15","1724","_20_","40_","75_100","25_75","34.7091480928165, -119.641237548434",499.999124222,5949.99842641,0.016847,87.0307947794596,757.642323811849,1572.78769938151,1468025.35416667,939.840026855469,348.249181111654,18.3549084663391,19.4099998474121,13.4799995422363,7.55000019073486,0.19610599676768,0.0452231019735336,5.77458604176839,31.8213427861532,9.26409800847371,86
"219","220",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,6,15,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","M","2002/06/15","15","25",NA,"45","15","15","1725","_20_","40_","75_100","75_100","34.6967547275657, -119.638046617833",1670.00118011,24650.0153297,0.474133,73.0710291181292,703.785363333566,1872.54906354632,1402970.28125,1065.88440377372,213.432764189584,25.0239675385611,17.9608336176191,12.3155950478145,6.66035716874259,-0.0458345012739301,-0.0147387800472123,5.77636618273599,26.9379205703735,8.34911554200309,86
"220","221",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","25",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_CON","SMC","4","M","2010/08/23","25","15",NA,"45","25","25","1726","_20_","40_","25_75","25_75","34.7037199086562, -119.597089287911",1679.99828085,25775.0057083,0.995525,261.467792510986,743.241512298584,1692.31602478027,1085684.921875,975.14334487915,189.433375000954,30.8585055470467,18.7369787096977,12.7313539087772,6.72427093982697,-1.17754363932181,-0.448200963932322,5.54329708218575,31.9431574940681,8.65721780061722,93
"221","222",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","25",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","1993/05/29","25","15",NA,"45","25","25","1727","_20_","40_","75_100","75_100","34.7037058514422, -119.656997060646",777.653051441,8334.46410532,0.385044,280.114715576172,701.804498291016,1843.53876953125,1472064.7375,1136.47496337891,275.198210906982,22.943034362793,17.8766670227051,12.3316663742065,6.78500008583069,0.358341463655233,0.127048917673528,5.7328794002533,28.1910598754883,8.38736143112183,86
"222","223",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","25",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","1993/05/29","25","15",NA,"45","25","25","1727","_20_","40_","25_75","25_75","34.7040411476935, -119.672852509086",759.998236427,13924.9914917,0.17511,327.963494437081,748.565795898438,1764.91803850446,1385552.88392857,1153.39574323382,464.684552873884,16.6900067329407,18.0288884299142,12.3734124047416,6.7179365498679,0.268451996347202,0.0923662938044539,5.35256658281599,29.6402848107474,8.49079418182373,86
